Date,Service,Description,Cost,
2025-11-11,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),19.90,
2025-11-12,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),19.87,
2025-11-13,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),19.87,
2025-11-14,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),19.87,
2025-11-15,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),19.87,
2025-11-16,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),19.87,
2025-11-17,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),19.87,
2025-11-18,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),19.93,
2025-11-19,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),19.96,
2025-11-20,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),19.96,
2025-11-21,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),20.19,
2025-11-22,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),20.26,
2025-11-01,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-02,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-03,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-04,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-05,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-06,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-07,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-08,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-09,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-10,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-11,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-12,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-13,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-14,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-15,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-16,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-17,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-18,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-19,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-20,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-21,EC2,On Demand Linux t3.large Instance Hour,15.17,
2025-11-22,EC2,On Demand Linux t3.large Instance Hour,15.21,
2025-11-01,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-02,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-03,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-04,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-05,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-06,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-07,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-08,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-09,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-10,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-11,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-12,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-13,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-14,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-15,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-16,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-17,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-18,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-19,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-20,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-21,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-22,EC2,On Demand Linux t2.xlarge Instance Hour,11.06,
2025-11-01,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-02,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-03,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-04,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-05,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-06,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-07,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-08,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-09,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-10,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-11,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-12,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-13,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-14,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-15,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-16,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-17,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-18,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-19,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-20,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-21,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-22,EC2,On Demand RHEL m6i.large Instance Hour,10.57,
2025-11-01,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-02,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-03,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-04,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-05,EC2,On Demand Linux t2.medium Instance Hour,8.28,
2025-11-06,EC2,On Demand Linux t2.medium Instance Hour,8.28,
2025-11-07,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-08,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-09,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-10,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-11,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-12,EC2,On Demand Linux t2.medium Instance Hour,8.24,
2025-11-13,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-14,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-15,EC2,On Demand Linux t2.medium Instance Hour,8.28,
2025-11-16,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-17,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-18,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-19,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-20,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-21,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-22,EC2,On Demand Linux t2.medium Instance Hour,8.29,
2025-11-01,EC2,On Demand Windows m5.xlarge Instance Hour,0.00,
2025-11-02,EC2,On Demand Windows m5.xlarge Instance Hour,0.00,
2025-11-03,EC2,On Demand Windows m5.xlarge Instance Hour,0.00,
2025-11-04,EC2,On Demand Windows m5.xlarge Instance Hour,0.00,
2025-11-05,EC2,On Demand Windows m5.xlarge Instance Hour,0.00,
2025-11-06,EC2,On Demand Windows m5.xlarge Instance Hour,0.00,
2025-11-07,EC2,On Demand Windows m5.xlarge Instance Hour,0.00,
2025-11-08,EC2,On Demand Windows m5.xlarge Instance Hour,7.52,
2025-11-09,EC2,On Demand Windows m5.xlarge Instance Hour,10.08,
2025-11-10,EC2,On Demand Windows m5.xlarge Instance Hour,10.08,
2025-11-11,EC2,On Demand Windows m5.xlarge Instance Hour,10.08,
2025-11-12,EC2,On Demand Windows m5.xlarge Instance Hour,9.93,
2025-11-13,EC2,On Demand Windows m5.xlarge Instance Hour,10.08,
2025-11-14,EC2,On Demand Windows m5.xlarge Instance Hour,10.08,
2025-11-15,EC2,On Demand Windows m5.xlarge Instance Hour,10.08,
2025-11-16,EC2,On Demand Windows m5.xlarge Instance Hour,10.08,
2025-11-17,EC2,On Demand Windows m5.xlarge Instance Hour,10.08,
2025-11-18,EC2,On Demand Windows m5.xlarge Instance Hour,10.08,
2025-11-19,EC2,On Demand Windows m5.xlarge Instance Hour,10.08,
2025-11-20,EC2,On Demand Windows m5.xlarge Instance Hour,10.08,
2025-11-21,EC2,On Demand Windows m5.xlarge Instance Hour,10.08,
2025-11-22,EC2,On Demand Windows m5.xlarge Instance Hour,10.08,
2025-11-01,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-02,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-03,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-04,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-05,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-06,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-07,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-08,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-09,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-10,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-11,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-12,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-13,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-14,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-15,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-16,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-17,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-18,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-19,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-20,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-21,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-22,EC2,On Demand RHEL m5a.xlarge Instance Hour,6.48,
2025-11-01,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-02,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-03,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-04,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-05,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-06,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-07,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-08,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-09,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-10,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-11,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-12,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-13,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-14,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-15,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-16,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-17,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-18,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-19,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-20,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-21,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-22,EC2,On Demand Linux c4.xlarge Instance Hour,5.45,
2025-11-01,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-02,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-03,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-04,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-05,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-06,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-07,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-08,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-09,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-10,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-11,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-12,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-13,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-14,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-15,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-16,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-17,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-18,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-19,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-20,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-21,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-22,EC2,On Demand Linux t3.xlarge Instance Hour,5.07,
2025-11-01,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-02,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-03,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-04,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-05,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-06,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-07,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-08,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-09,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-10,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-11,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-12,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-13,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-14,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-15,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-16,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-17,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-18,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-19,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-20,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-21,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-22,EC2,On Demand Linux c5.large Instance Hour,4.61,
2025-11-01,EC2,On Demand Linux t2.small Instance Hour,3.46,
2025-11-02,EC2,On Demand Linux t2.small Instance Hour,3.46,
2025-11-03,EC2,On Demand Linux t2.small Instance Hour,3.46,
2025-11-04,EC2,On Demand Linux t2.small Instance Hour,3.46,
2025-11-05,EC2,On Demand Linux t2.small Instance Hour,3.46,
2025-11-06,EC2,On Demand Linux t2.small Instance Hour,3.44,
2025-11-07,EC2,On Demand Linux t2.small Instance Hour,3.46,
2025-11-08,EC2,On Demand Linux t2.small Instance Hour,3.46,
2025-11-09,EC2,On Demand Linux t2.small Instance Hour,3.46,
2025-11-10,EC2,On Demand Linux t2.small Instance Hour,3.44,
2025-11-11,EC2,On Demand Linux t2.small Instance Hour,3.46,
2025-11-12,EC2,On Demand Linux t2.small Instance Hour,3.46,
2025-11-13,EC2,On Demand Linux t2.small Instance Hour,3.46,
2025-11-14,EC2,On Demand Linux t2.small Instance Hour,3.46,
2025-11-15,EC2,On Demand Linux t2.small Instance Hour,3.46,
2025-11-16,EC2,On Demand Linux t2.small Instance Hour,3.46,
2025-11-17,EC2,On Demand Linux t2.small Instance Hour,3.46,
2025-11-18,EC2,On Demand Linux t2.small Instance Hour,3.00,
2025-11-19,EC2,On Demand Linux t2.small Instance Hour,2.76,
2025-11-20,EC2,On Demand Linux t2.small Instance Hour,2.76,
2025-11-21,EC2,On Demand Linux t2.small Instance Hour,2.76,
2025-11-22,EC2,On Demand Linux t2.small Instance Hour,2.76,
2025-11-01,EC2,On Demand Linux c4.large Instance Hour,2.74,
2025-11-02,EC2,On Demand Linux c4.large Instance Hour,2.74,
2025-11-03,EC2,On Demand Linux c4.large Instance Hour,2.74,
2025-11-04,EC2,On Demand Linux c4.large Instance Hour,2.74,
2025-11-05,EC2,On Demand Linux c4.large Instance Hour,2.74,
2025-11-06,EC2,On Demand Linux c4.large Instance Hour,2.74,
2025-11-07,EC2,On Demand Linux c4.large Instance Hour,2.74,
2025-11-08,EC2,On Demand Linux c4.large Instance Hour,2.74,
2025-11-09,EC2,On Demand Linux c4.large Instance Hour,2.74,
2025-11-10,EC2,On Demand Linux c4.large Instance Hour,2.74,
2025-11-11,EC2,On Demand Linux c4.large Instance Hour,2.74,
2025-11-12,EC2,On Demand Linux c4.large Instance Hour,2.74,
2025-11-13,EC2,On Demand Linux c4.large Instance Hour,2.69,
2025-11-14,EC2,On Demand Linux c4.large Instance Hour,2.74,
2025-11-15,EC2,On Demand Linux c4.large Instance Hour,2.74,
2025-11-16,EC2,On Demand Linux c4.large Instance Hour,2.74,
2025-11-17,EC2,On Demand Linux c4.large Instance Hour,2.74,
2025-11-18,EC2,On Demand Linux c4.large Instance Hour,4.53,
2025-11-19,EC2,On Demand Linux c4.large Instance Hour,3.77,
2025-11-20,EC2,On Demand Linux c4.large Instance Hour,2.62,
2025-11-21,EC2,On Demand Linux c4.large Instance Hour,4.13,
2025-11-22,EC2,On Demand Linux c4.large Instance Hour,5.47,
2025-11-01,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.09,
2025-11-02,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.09,
2025-11-03,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.17,
2025-11-04,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.17,
2025-11-05,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.11,
2025-11-06,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.14,
2025-11-07,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.14,
2025-11-08,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.12,
2025-11-09,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.11,
2025-11-10,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.16,
2025-11-11,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.17,
2025-11-12,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.23,
2025-11-13,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.21,
2025-11-14,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,55.18,
2025-11-15,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.18,
2025-11-16,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.18,
2025-11-17,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.20,
2025-11-18,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.22,
2025-11-19,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.17,
2025-11-20,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.17,
2025-11-21,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.15,
2025-11-22,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,0.15,
